name,author,narrator,time,releasedate,language,stars,price,ratings
The Good Death,AnnNeumann,SuzanneToren,524.0,2016-04-13,English,0.0,668.0,0.0
The Shallows,NicholasCarr,PaulMichaelGarcia,606.0,2011-06-16,English,4.5,721.0,18.0
So That Happened,JonCryer,JonCryer,548.0,2015-07-04,English,5.0,1005.0,4.0
Tera Lakshya [Your Goal],Sirshree,Sirshree,110.0,2020-07-14,Hindi,4.5,350.0,2.0
Basilica of Santa Maria della Roccella Borgia Italy (ENG),CaterinaAmato,KarolinaStarin,13.0,2017-08-22,English,0.0,113.0,0.0
Finding Truth,NancyPearcey,PamelaKlein,422.25771428571426,2014-12-28,English,0.0,585.0,0.0
A Sheepdog Called Sky,HelenPeters,NnekaOkoye,102.0,2021-09-16,English,0.0,379.0,0.0
What Will You Get Ben Illurak?,DianaC.Conway,HighlightsforChildren,3.0,2018-04-09,English,0.0,585.0,0.0
Walking with Peety,"EricO'Grey,MarkDagostino-featuring",EricO'Grey,463.0,2017-10-10,English,0.0,500.0,0.0
In Shock,DrRanaAwdish,"DrRanaAwdish,TeriSchnaubelt",541.0,2018-05-07,English,0.0,683.0,0.0
Arthur Conan Doyle,HeskethPearson,TimPigott-Smith,157.0,2002-12-29,English,0.0,422.0,0.0
Staley Fleming's Hallucination,AmbroseBierce,AshleyBogert,6.0,2007-12-30,English,0.0,65.0,0.0
"Learn English: Ultimate Getting Started with English Box Set, Lessons 1-55",InnovativeLanguageLearning,InnovativeLanguageLearning,584.0,2011-07-09,English,1.0,1172.0,1.0
Bloody Mary,CarollyErickson,CorrieJames,1431.0,2013-02-24,English,0.0,1338.0,0.0
Pitching in a Pinch,ChristyMathewson,KyleTait,362.0,2019-08-20,English,0.0,702.0,0.0
Developing the Leader Within You 2.0,JohnC.Maxwell,JohnC.Maxwell,464.0,2018-06-02,English,5.0,1181.0,20.0
Les Contes de Beedle le Barde [The Tales of Beedle the Bard],J.K.Rowling,"FrançoiseCarrière,SlimaneYefsah,AlyssonParadis,",95.0,2021-04-29,french,0.0,652.0,0.0
The Haunted House,AnnabelleSami,ZeniaStarr,212.0,2021-08-04,English,0.0,1063.0,0.0
The World of Yesterday,"StefanZweig,AntheaBell-translator",DavidHorovitch,1070.0,2017-10-05,English,4.5,1226.0,2.0
第737回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",21.0,2018-05-16,japanese,0.0,139.0,0.0
Los devorasueños,"JacquelineWest,LibradaPiñero-traductor",EvaAndrés,525.0,2022-01-25,spanish,0.0,499.0,0.0
Tin Can Man,E.J.Jernigan,KentCassella,353.0,2011-04-18,English,0.0,668.0,0.0
Lært op til at dræbe,Variousauthors,BjarneMouridsen,84.0,2021-03-12,danish,0.0,233.0,0.0
Cover Her Face,P.D.James,DanielWeyman,432.0,2015-02-04,English,4.0,759.0,4.0
超催眠シリーズVol.03 『心と体が楽になる リラクゼーション・快眠』,吉田かずお,吉田かずお,32.0,2015-03-11,japanese,0.0,697.0,0.0
The Earl's New Bride,FrancesFowlkes,AlisonLarkin,373.0,2015-12-15,English,0.0,773.0,0.0
Divorce Poison,Dr.RichardA.Warshak,DanielPenz,884.0,2015-10-20,English,0.0,891.0,0.0
Enquiry Concerning Political Justice,WilliamGodwin,MichaelLunts,1669.0,2020-09-30,English,0.0,1530.0,0.0
Mein Körper ist ein Superheld,MatthiasvonBornstädt,"MariaKoschny,JakobRoden",50.0,2021-02-15,german,0.0,300.0,0.0
第723回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",16.0,2018-05-16,japanese,0.0,139.0,0.0
Assembly,NatashaBrown,PippaBennett-Warner,118.0,2021-03-06,English,5.0,615.0,1.0
In Every Generation,KendareBlake,SarahMollo-Christensen,720.0,2022-04-01,English,0.0,445.0,0.0
Unique Hustle,"WillCastro,DJKhaled-Foreword,MarkFinkelpearl",WillCastro,177.0,2019-07-16,English,0.0,586.0,0.0
Il sergente nella neve,MarioRigoniStern,GigioAlberti,297.0,2020-05-27,italian,0.0,420.0,0.0
President Carter,"StuartE.Eizenstat,MadeleineAlbright-foreword","BrianTroxell,MadeleineAlbright,StuartE.Eizenstat-preface&introduction",2244.0,2018-04-25,English,0.0,335.0,0.0
Das Sommerloch,NorbertBlüm,NorbertBlüm,136.0,2021-01-07,german,0.0,233.0,0.0
Кобра клана Шенгай,МаринаКомарова,ОксанаШокина,557.0,2022-03-02,russian,0.0,166.0,0.0
Wie Google tickt - How Google Works,"EricSchmidt,JonathanRosenberg",ChristianJungwirth,544.0,2016-12-29,german,0.0,568.0,0.0
Stargazer's Alphabet,JohnFarrell,MariaCabezas,23.0,2013-10-22,English,0.0,305.0,0.0
Brilliant Beauty Inventions,NadiaHiggins,Intuitive,27.0,2017-06-26,English,0.0,164.0,0.0
The Little Book of Hygge,MeikWiking,MeikWiking,193.0,2016-01-09,English,4.0,615.0,67.0
Eight Key Brain Areas of Mental Health and Illness,JenniferSweeton,RebeccaBower,422.25771428571426,2022-01-03,English,0.0,1063.0,0.0
FlowBirthing. Das Hörbuch,KristinaMaritaRumpel,KristinaMaritaRumpel,422.25771428571426,2020-08-13,german,0.0,585.0,0.0
PJ Masks - En Gatnoi i l’Encongidor,"eOne,AnaC.AlcainaPerez-traductor",RogerSerradell,7.0,2022-02-18,catalan,0.0,76.0,0.0
Гобсек,ОноредеБальзак,АлександрАлексеев-Валуа,174.0,2022-01-26,russian,0.0,99.0,0.0
De wet van de macht,"ScottTurow,PaulHekman-translator",MachteldvanderGaag,1681.0,2022-11-02,dutch,0.0,267.0,0.0
Tagebücher 1925,HarryGrafKessler,OrgDubonton,113.0,2021-01-04,german,0.0,233.0,0.0
Rosvojahti,TaruMäkinen,Ari-MattiHedman,37.0,2022-01-27,finnish,0.0,32.0,0.0
The Archetypes and the Collective Unconscious,CarlJung,MartynSwain,824.0,2020-12-29,English,0.0,1036.0,0.0
Madre Teresa de Calcuta [Mother Teresa of Calcutta],OnlineStudioProductions,uncredited,27.0,2015-01-05,spanish,0.0,117.0,0.0
The Selfish Gene,RichardDawkins,"RichardDawkins,LallaWard",972.0,2011-03-29,English,4.5,836.0,147.0
Herzklopfen unterm Weihnachtsbaum,GiselaMariaStiens,LisaMüller,283.0,2021-02-12,german,0.0,468.0,0.0
Заноза для хвостатого адмирала [A Splinter for the Tailed Admiral],"OlgaGron,YasminaSapphire","OlegKejnz,GalinaKejnz",590.0,2021-10-20,russian,0.0,234.0,0.0
Everything Is F*cked,MarkManson,MarkManson,422.0,2019-05-14,English,4.5,1181.0,178.0
Lotta und Luis und das Osterwunder,"KirstenBrünjes,MartinaDröge","PhilippSchepmann,ThomasFriebe",37.0,2020-11-13,german,0.0,99.0,0.0
Indy Cars,WendyHinoteLanier,AaronHelming,6.0,2018-04-24,English,0.0,93.0,0.0
Rethinking Teacher Supervision and Evaluation (Second Edition),KimMarshall,SteveMenasche,726.0,2021-08-31,English,0.0,703.0,0.0
Mendel's Accordion,HeidiSmithHyde,Intuitive,422.25771428571426,2017-04-27,English,0.0,164.0,0.0
実説 城谷怪談「やきもち」,城谷歩,城谷歩,21.0,2022-02-14,japanese,0.0,139.0,0.0
The Great Nowitzki,ThomasPletzinger,JulianMehne,923.0,2019-08-22,german,0.0,669.0,0.0
Wild Cards V: Down and Dirty,GeorgeR.R.Martin,"RaphaelSbarge,SeanAstin,RoyDotrice,",1280.0,2016-05-04,English,3.0,1507.0,1.0
The Plot Against Hip Hop,NelsonGeorge,ShaynaSmall,317.0,2014-07-10,English,0.0,702.0,0.0
Ali Baba and the Forty Thieves,auteurinconnu,KatieHaigh,23.0,2016-06-01,English,0.0,187.0,0.0
Southern Sunrise,NatashaMadison,"BrianPallino,MoraisAlmeida",370.0,2020-07-14,English,0.0,1172.0,0.0
Francona,"TerryFrancona,DanShaughnessy",JeffGurner,843.0,2013-01-22,English,0.0,221.0,0.0
Puppy Training for Beginners,EvaUnderwood,HaileyNeilson,175.0,2020-08-13,English,0.0,585.0,0.0
Islam and Political Economic Systems,AbdulKarimBangura-editor,MichaelScherer,458.0,2013-02-07,English,0.0,668.0,0.0
Bird Songs in Literature,"JosephWoodKrutch,PeterKellogg",FrederickG.Marcham,44.0,2008-12-03,English,0.0,468.0,0.0
When Sparks Fly,KristenZimmer,LynnNorris,467.0,2021-04-28,English,5.0,668.0,2.0
La noche más oscura,"HakanNesser,MartinLexell-traductor,MónicaCorralFrías-traductor",EduardoRobles,422.25771428571426,2022-02-02,spanish,0.0,844.0,0.0
Iqbal,FrancescoD'Adamo,ChristinaMoore,172.0,2006-07-24,English,5.0,467.0,2.0
Cold Day in the Sun,SaraBiren,JuliaKnippen,512.0,2019-12-03,English,0.0,422.0,0.0
聴く歴史・古代『“古事記”“日本書紀”が描く神話の世界』,上田正昭,上田正昭,64.0,2015-01-07,japanese,0.0,279.0,0.0
Zero Hour,CraigAlanson,R.C.Bray,1040.0,2018-06-02,English,5.0,585.0,6.0
United States of Fear,MarkMcDonaldMD,AxelBosley,191.0,2022-01-03,English,0.0,632.0,0.0
Free Speech on Campus,"ErwinChemerinsky,HowardGillman",JamesEdwardThomas,336.0,2017-12-09,English,0.0,668.0,0.0
The Fire Portrait,BarbaraMutch,JoannaBending,676.0,2022-01-01,English,0.0,759.0,0.0
Samsa,LorenzoAriza,EnricPuig,366.0,2021-09-23,spanish,0.0,307.0,0.0
Driving Lessons,SteveFriedman,JeremyArthur,77.0,2014-03-28,English,0.0,233.0,0.0
Lamb's Tales from Shakespeare,"Charles,MaryLamb","MartinJarvis,RosalindAyres",293.0,2005-06-13,English,0.0,569.0,0.0
Vision or Mirage,DavidRundell,FajerAl-Kaisi,821.0,2021-08-09,English,0.0,586.0,0.0
Everything Changes,BeverlyConyers,KarenWhite,422.25771428571426,2016-10-31,English,0.0,703.0,0.0
Les plus beaux contes Zen 2,HenriBrunel,SylvieTestud,119.0,2008-04-15,french,0.0,906.0,0.0
Unlikely Positions in Unlikely Places,ElizabethGowing,ElizabethGowing,405.0,2019-10-10,English,0.0,645.0,0.0
The Circle of Nine,CherryGilchrist,RachaelBeresford,531.0,2018-01-09,English,0.0,586.0,0.0
Complete Chanakya Neeti,R.P.Jain,NathanDcosta,240.0,2021-07-22,English,4.5,0.0,53.0
親ごころ,ギ・ド・モーパッサン,伊藤治明,18.0,2021-06-26,japanese,0.0,139.0,0.0
Churchill's German Army,HelenFry,CorrieJames,548.0,2021-03-08,English,0.0,586.0,0.0
The Significant Brothers Collection,E.Davies,GregBoudreaux,2248.0,2020-06-26,English,0.0,1003.0,0.0
Amazon Keyword Research,RedMikhail,TrevorOheir,61.0,2020-10-21,English,0.0,187.0,0.0
Khoya Pani,MushtaqAhmedYusufi,NeerajYadav,939.0,2020-12-29,Hindi,4.5,1003.0,9.0
苦い貴方にお砂糖を,アクア・アルタ,浅見ゆい,71.0,2021-11-25,japanese,0.0,279.0,0.0
Selfcare für Mamas,"DanielaGaigg,LindaSyllaba",SandraRagg,318.0,2021-04-14,german,0.0,434.0,0.0
If the Fates Allow,RainbowRowell,RebeccaLowman,69.0,2021-11-18,English,2.0,67.0,1.0
The Secrets of Successful Selling Habits,"ZigZiglar,TomZiglar","ZigZiglar,TomZiglar",422.25771428571426,2016-07-10,English,0.0,820.0,0.0
The 5 Mistakes Every Investor Makes and How to Avoid Them,PeterMallouk,TomParks,311.0,2014-11-14,English,5.0,668.0,3.0
The Recovery of Family Life,ScottYenor,NickStevens,873.0,2020-02-11,English,0.0,469.0,0.0
Taste of Passion,RenaeJones,EmilyCauldwell,152.0,2013-10-21,English,0.0,166.0,0.0
Rückkehr ins Leben,JensSöring,PhilippSchepmann,580.0,2021-09-23,german,0.0,535.0,0.0
第825回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",17.0,2018-05-16,japanese,0.0,139.0,0.0
Gangsteritappo,N.N.,LeoNiemi,49.0,2020-01-15,finnish,0.0,233.0,0.0
The Nerviest Girl in the World,MelissaWiley,"TaraSands,MelissaWiley",226.0,2021-06-22,English,0.0,754.0,0.0
Cordelluna (Narración en Catalán) (Catalan Edition),EliaBarceló,EstelTort,559.0,2020-09-29,catalan,0.0,691.0,0.0
Dear Enemy,JeanWebster,AngieKane,410.0,2021-09-14,English,0.0,773.0,0.0
The Happiness of Pursuit,"DavisPhinney,AustinMurphy",IraRosenberg,440.0,2013-07-05,English,0.0,668.0,0.0
My Life with the Chimpanzees,JaneGoodall,JaneGoodall,223.0,2019-11-19,English,5.0,500.0,9.0
Incurable Me,K.PaulStollerMD,JamesPatrickCronin,505.0,2016-05-12,English,0.0,668.0,0.0
The Dozier School for Boys,Dr.ElizabethA.Murray,SteveWojtas,163.0,2020-03-03,English,0.0,1172.0,0.0
The Little Book of Behavioral Investing,JamesMontier,SeanPratt,302.0,2010-07-05,English,4.5,791.0,51.0
The Diamond Hunters,WilburSmith,CiaranSaward,493.0,2019-07-30,English,3.0,569.0,1.0
"Dude, Bro",BreadFoster,"JessePoulton,JamesCavenaugh",701.0,2015-09-11,English,0.0,836.0,0.0
Classic Fairy Stories,NaxosAudioBooks,BernardCribbins,156.0,2004-12-26,English,0.0,434.0,0.0
2013年3月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36.0,2015-05-25,japanese,0.0,139.0,0.0
The Raven,EdgarAllanPoe,K.AndersonYancy,12.0,2013-12-01,English,0.0,86.0,0.0
You Are Awesome,RotimiOgunjobi,"RotimiOgunjobi,EmmanuelSmith",96.0,2021-10-13,English,0.0,233.0,0.0
Beyond Good and Evil,FriedrichNietzsche,EllisFreeman,465.0,2019-09-26,English,1.0,1008.0,1.0
El arco de Ramsés II [The Bow of Rameses II],MariaMañeru,ArturoMercadoJr.,69.0,2020-08-17,spanish,0.0,268.0,0.0
Carl Weber Presents Kingpins: Detroit,MichelMoore,DylanFord,460.0,2019-07-30,English,0.0,703.0,0.0
Carol of the Bells,BillBrownJr.,BillBrownJr.,20.0,2021-09-14,English,0.0,60.0,0.0
Black Sparkle Romance,AmaraNicoleOkolo,NajiteDede,224.0,2021-09-01,English,0.0,469.0,0.0
The Waste-Free World,RonGonen,DanBittner,513.0,2021-06-04,English,0.0,879.0,0.0
Das Modehaus,JuliaKröhn,CharlottePuder,933.0,2021-12-22,german,0.0,669.0,0.0
The Cupcake Caper,GertrudeChandlerWarner,AimeeLilly,77.0,2012-08-17,English,0.0,305.0,0.0
Mathilda,MaryWollstonecraftShelley,CoriSamuel,233.0,2021-07-27,English,0.0,334.0,0.0
Risk Forward,VictoriaLabalme,VictoriaLabalme,93.0,2021-03-30,English,0.0,703.0,0.0
Talking of Justice,LeilaSeth,ShernazPatel,346.0,2018-05-24,English,4.5,555.0,2.0
Lucy and Desi,WarrenG.Harris,JimFrangione,838.0,2016-12-16,English,0.0,836.0,0.0
第590回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",33.0,2018-05-15,japanese,0.0,139.0,0.0
I Will Love Once Again,KrishnaVerma,SagarArya,309.0,2017-01-19,English,3.0,0.0,1.0
Хозяйственная этика мировых религий. Опыты сравнительной социологии религии. Конфуцианство и даосизм,SmartReading,ТатьянаМаерс,38.0,2020-06-08,russian,0.0,132.0,0.0
Believe in Me,AlexandriaHouse,"SeanCrisden,Mari",380.0,2019-04-16,English,0.0,586.0,0.0
Mentira,CareSantos,LilianRodas,240.0,2021-07-07,spanish,0.0,268.0,0.0
The Open-Focus Life,"LesFehmiPhD,SusanShorFehmiLCSW,MarkBeauregard",ArthurMorey,436.0,2021-07-20,English,0.0,585.0,0.0
Strategy,LawrenceFreedman,MichaelButlerMurray,1924.0,2014-05-29,English,4.0,1338.0,5.0
Will Sparrow's Road,KarenCushman,KatherineKellgren,309.0,2012-06-11,English,0.0,754.0,0.0
December Dreams. Ein Adventskalender - 24 Lovestorys plus Silvester-Special,"StellaTack,StefanieHasse,KiraLicht,",JonathanKeeble,481.0,2021-11-19,german,0.0,367.0,0.0
Getting Something to Eat in Jackson,JosephC.EwoodzieJr.,BeresfordBennett,619.0,2021-05-10,English,0.0,938.0,0.0
Bitter Flowers,GunnarStaalesen,MarkMeadows,690.0,2022-01-01,English,0.0,785.0,0.0
Discovering Her Heart: Kristen,RiverFord,EmmaFaye,314.0,2021-08-14,English,0.0,187.0,0.0
Mindful running,"MoiGonzález,MontseRodrigues",RobertoFedele,229.0,2018-07-09,italian,0.0,190.0,0.0
The Qur'an: Surah 89 - Al-Fajr,OneMediaiPLTD,A.Haleem,6.0,2018-06-04,English,0.0,76.0,0.0
"Smart, Not Spoiled",ChadWillardson,ChadWillardson,281.0,2021-10-28,English,0.0,469.0,0.0
The Borgias,G.J.Meyer,EnnReitel,1198.0,2013-02-04,English,0.0,1256.0,0.0
The Black Hand,StephanTalty,ScottAiello,557.0,2017-04-25,English,0.0,668.0,0.0
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,NassimNicholasTaleb,JoeOchman,537.0,2019-08-01,English,4.0,585.0,63.0
Where You Are,J.H.Trumble,"BradKing,NoahMichaelLevine",590.0,2019-10-22,English,5.0,703.0,1.0
Masters of Sex,ThomasMaier,DorieBarton,735.0,2009-02-16,English,5.0,679.0,1.0
Tea at Five,MatthewLombardo,KateMulgrew,71.0,2003-10-24,English,0.0,468.0,0.0
Stronger,CindyMcCain,CindyMcCain,542.0,2021-11-05,English,0.0,1005.0,0.0
"Ulysse, l'aventurier des mers",HéléneMontardre,EmmanuelDekoninck,162.0,2021-11-03,french,0.0,567.0,0.0
脱サラ☆４６歳 カナダに留学♡住んでみた！~その後のバンクーバー編~,kyoan,kyoan,99.0,2021-04-15,japanese,0.0,279.0,0.0
Metodo Silva. I consiglieri Theta,DavidBrown,FabioFarnè,160.0,2018-01-07,italian,0.0,113.0,0.0
Raise the Stakes,MeganAtwood,BookBuddyDigitalMedia,80.0,2018-12-28,English,0.0,469.0,0.0
"Ich hab nichts gegen Frauen, du Schlampe!",SarahBosetti,SarahBosetti,56.0,2020-08-09,german,0.0,233.0,0.0
Primal Possession: A Dark Omegaverse Romance,TabithaBlack,MarcioCatalano,292.0,2020-04-21,English,0.0,585.0,0.0
The Arabian Nights - Codadad and His Brothers,AlphaDVD,GaleVanCott,51.0,2011-04-02,English,0.0,32.0,0.0
Let Go Now: Embrace Detachment as a Path to Freedom,KarenCasey,VanessaDaniels,424.0,2019-11-27,English,0.0,703.0,0.0
Our National Forests,GregM.Peters,ArthurMorey,478.0,2021-09-11,English,0.0,562.0,0.0
Philadelphia,"TreasureHernandez,Buck50Productions",iiKane,242.0,2018-03-07,English,0.0,702.0,0.0
On the Grid,ScottHuler,BronsonPinchot,520.0,2014-07-29,English,0.0,668.0,0.0
Working with Difficult People,"WilliamLundinPh.D.,KathleenLundin,MichaelS.Dobson","JimBond,LauralMerlington",181.0,2017-07-04,English,0.0,703.0,0.0
Vernon God Little,D.B.C.Pierre,NickLandrum,609.0,2011-01-26,English,4.5,759.0,2.0
Z Diaries. Staffel 1 - Teil 2,AnjaHansen,MartinKuupa,99.0,2021-04-30,german,0.0,233.0,0.0
プロ動画編集が教えるYouTube成功法,相川正樹,福岡真延,53.0,2021-07-15,japanese,0.0,837.0,0.0
Close Cover,LexiBlake,RyanWest,606.0,2019-08-01,English,0.0,836.0,0.0
Believe Your Eyes,CoriDoerrfeld,BookBuddyDigitalMedia,12.0,2019-01-28,English,0.0,469.0,0.0
Monkey Trouble,GertrudeChandlerWarner,TimGregory,105.0,2012-09-13,English,5.0,305.0,1.0
The Sign of Silence,WilliamLeQueux,TomWeiss,423.0,2022-09-02,English,0.0,334.0,0.0
Tesla oder: Wie Elon Musk die Elektromobilität revolutioniert,ChristophKrachten,ChristophKrachten,261.0,2022-01-17,german,0.0,434.0,0.0
Post Mortem,PaoloLaPaglia,RosannaLia,788.0,2021-07-26,italian,0.0,382.0,0.0
The Better Boundaries Workbook,SharonMartinMSWLCSW,AnnaCaputo,354.0,2022-02-28,English,0.0,586.0,0.0
Crime and Carpetbags,JulieBerry,JayneEntwistle,548.0,2021-04-29,English,0.0,1003.0,0.0
Mesterdetektiven Blomkvist,AstridLindgren,MortenThunbo,230.0,2019-04-23,danish,0.0,434.0,0.0
The Bowery,StephenPaulDeVillo,DanielHenning,620.0,2021-06-29,English,0.0,586.0,0.0
How to Raise a Conservative Daughter,MichelleEaston,BeckyWhite,456.0,2021-05-10,English,0.0,1172.0,0.0
The Things You Can See Only When You Slow Down,"HaeminSunim,Chi-YoungKim-translator",SeanPratt,171.0,2017-02-23,English,4.5,615.0,77.0
Metadata,JeffreyPomerantz,StevenMenasche,308.0,2015-05-11,English,0.0,586.0,0.0
Do Kash Zindagi,RajaNitinParihar,Nair,59.0,2021-02-25,Hindi,0.0,233.0,0.0
A to Z Mysteries Super Edition 6: The Castle Crime,RonRoy,DavidPittu,108.0,2022-03-15,English,0.0,402.0,0.0
Selleriesaft,AnthonyWilliam,OlafPessler,558.0,2019-11-11,german,0.0,502.0,0.0
100 taoistiska citat,auteurinconnu,JohannesJohnström,22.0,2021-08-01,swedish,0.0,149.0,0.0
Live Wire,HarlanCoben,NezarAlderazi,638.0,2022-01-20,English,0.0,569.0,0.0
How to Listen So People Will Talk,BeckyHarling,CarlaMercer-Meyer,299.0,2017-01-08,English,0.0,762.0,0.0
The Radio Right,PaulMatzko,KyleTait,600.0,2020-10-13,English,0.0,703.0,0.0
Burn,MeiXu,NancyWu,377.0,2021-07-13,English,0.0,585.0,0.0
Cero Limites [Zero Limits],"JoeVitale,Dr.IhaleakalaHewLen","JuanGuzman,AlejoFelipe",225.0,2011-10-14,spanish,0.0,340.0,0.0
Caught by the Sea,GaryPaulsen,PatrickLawlor,123.0,2012-12-17,English,0.0,352.0,0.0
The Presidents and the Constitution,KenGormley-editor,SeanRunnette,422.25771428571426,2016-07-27,English,0.0,585.0,0.0
Das Herz der Highlands,KathleenGivens,CorneliaWaibel,1027.0,2021-12-21,german,0.0,602.0,0.0
L'importante è vincere,"EvaCantarella,EttoreMiraglia",BeatriceMargiotti,247.0,2019-03-26,italian,0.0,267.0,0.0
Those Who Know Don't Say,GarrettFelber,JaninaEdwards,520.0,2021-09-21,English,0.0,586.0,0.0
HT-banden - første afsnit,Variousauthors,FinnAndersen,49.0,2021-09-12,danish,0.0,133.0,0.0
Пьесы,АлександрНиколаевичОстровский,ВадимЦымбалов,467.0,2021-12-23,russian,0.0,99.0,0.0
"Home, Land, Security",CarlaPower,CarlaPower,717.0,2021-07-09,English,0.0,1131.0,0.0
The 30-Second Commute,StephanieDickison,SuzyMyers,315.0,2009-10-12,English,0.0,602.0,0.0
Vara i nuet,JosefinASMR,JosefinASMR,51.0,2022-11-01,swedish,0.0,233.0,0.0
Замуж по подписке [Married by Subscription],"OlgaPashnina,AnnaOduvalova",OlgaDianova,629.0,2021-08-24,russian,0.0,234.0,0.0
Pandora’s Box,"JornLeonhard,PatrickCamiller-translator",DaviddeVries,2373.0,2018-12-12,English,4.0,1338.0,1.0
Queen of Dreams,KathrynAnnKingsley,StephanieBentley,444.0,2020-02-25,English,0.0,586.0,0.0
Four Blood Moons,JohnHagee,DeanGallagher,312.0,2013-05-11,English,0.0,569.0,0.0
Shards of Frost,SuzanneWright,JillRedfield,705.0,2020-06-30,English,0.0,703.0,0.0
Abigail of Venice,LeighRussell,CharlieAlbers,675.0,2022-03-29,English,0.0,703.0,0.0
"En sus marcas, listos… ¡ESPÉREN! ¿Qué hacen los animales antes de un huracán? [On Your Mark, Get Set... Wait! What Do Animals Do Before a Hurricane?]",PattiR.Zelch,AzildeWorley,4.0,2015-11-23,spanish,0.0,23.0,0.0
Blind Curves,"DianeAnderson-Minshall,JacobAnderson-Minshall",AikoNakasone,615.0,2013-11-03,English,0.0,836.0,0.0
Der Weg des SEAL,MarkDivine,MarkusBöker,592.0,2021-08-04,german,0.0,635.0,0.0
Passives Einkommen durch Immobilien,WilliamLakefield,ChristopherMayer,144.0,2020-08-09,german,0.0,434.0,0.0
Die Reisen des Marco Polo,AlbertBarillé,"JosefMeinrad,KlausMiedel,ArnoldMarquis,",22.0,2020-02-14,german,0.0,133.0,0.0
A Short History of Nearly Everything,BillBryson,BillBryson,348.0,2010-01-04,English,4.5,615.0,41.0
My Bondage and My Freedom (AmazonClassics Edition),FrederickDouglass,JDJackson,936.0,2021-01-06,English,0.0,1055.0,0.0
【起業の天才】開業する前に絶対に必要！最強マインドセット！,相川正樹,福岡真延,50.0,2021-02-25,japanese,0.0,418.0,0.0
Savage Ascension: The Complete Series,AtlasKane,"ChristianJ.Gilliland,HazelCohen",1654.0,2021-12-27,English,0.0,1003.0,0.0
Looking for the Enemy,BetteDam,MelitaCameron-Wood,630.0,2022-12-01,English,0.0,1519.0,0.0
Tidy the F--k Up,MessieCondo,NatalieNaudus,193.0,2020-02-06,English,4.0,1172.0,4.0
"Chakras, Food, and You","CyndiDale,DanaChilds",CindyKay,578.0,2021-03-08,English,0.0,703.0,0.0
Cry Back My Sea,SarahArvio,SarahArvio,68.0,2021-10-08,English,0.0,377.0,0.0
Die Hebamme von Sylt,GisaPauly,SabineSwoboda,1003.0,2021-09-14,german,0.0,233.0,0.0
Hitler's Holy Relics,SidneyKirkpatrick,CharlesStransky,645.0,2010-11-05,English,0.0,836.0,0.0
Think Small,"OwainService,RoryGallagher",JoeJameson,346.0,2017-09-26,English,0.0,569.0,0.0
Love a Little Stronger,PreetiShenoy,PriyankaRajpal,269.0,2018-01-06,English,5.0,145.0,10.0
Le livre des amours,HenriGougaud,HenriGougaud,232.0,2013-06-25,french,0.0,906.0,0.0
Mastered,MayaBanks,JeremyYork,792.0,2015-12-29,English,5.0,469.0,1.0
Soul of the Mage,D.D.Chance,"HollyAdams,AlexanderCendese",559.0,2021-01-26,English,0.0,586.0,0.0
I am learning Tamil,J.M.Gardner,"Katie,Visakan",233.0,2018-12-19,English,5.0,566.0,1.0
The Sexually Confident Wife,ShannonEthridge,ShannonEthridge,418.0,2011-07-20,English,0.0,609.0,0.0
Hør lige her!,GulraizSharif,MadsHjulmand,273.0,2021-10-26,danish,0.0,468.0,0.0
Real Estate Titans,ErezCohen,DanielHenning,499.0,2019-10-04,English,0.0,820.0,0.0
Got to Give the People What They Want,JalenRose,JalenRose,572.0,2015-06-10,English,0.0,1005.0,0.0
I Would Die 4 U,Touré,Touré,302.0,2016-09-27,English,0.0,668.0,0.0
The Echo Chamber,JohnBoyne,RichardE.Grant,878.0,2021-05-08,English,5.0,888.0,1.0
Gods of Tin,JamesSalter,JeffWoodman,422.25771428571426,2013-12-18,English,0.0,501.0,0.0
Un problema con alas,"PedroMañas,DavidSierraListón",ElenaSilva,63.0,2022-03-01,spanish,0.0,384.0,0.0
Excessif [Excessive],"MaximMartin,DanyBouchard-contributeur",MaximMartin,360.0,2021-01-20,french,0.0,649.0,0.0
You're Next,"KylieSchachte,JamesPatterson-foreword",TessaNetting,626.0,2020-07-07,English,0.0,500.0,0.0
Guía diaria de sus angeles [Daily Guide to Your Angels],DoreenVirtue,AnaLauraSantana,562.0,2019-03-16,spanish,0.0,668.0,0.0
How to Be,"JudithValente,PaulQuenonOCSO,KathleenNorris-foreword",PamWard,296.0,2021-09-11,English,0.0,586.0,0.0
Sinopticon,XuetingChristineNi-editortranslator,"XuetingChristineNi,JeremyAngJones,RebeccaYeo,",803.0,2021-09-11,English,0.0,888.0,0.0
The Zoran's Baby,LunaHunter,BethRoeg,211.0,2018-08-05,English,0.0,383.0,0.0
The Invisible Brand,WilliamAmmerman,JasonCulp,528.0,2019-06-14,English,0.0,668.0,0.0
